Assignment: GS 540 HW2
Name: David Bacsik
17674332 17684948 1213.74
17687722 17695867 874.56
17697500 17710333 1112.32
17710815 17712553 97.33
17714465 17715700 57.89
17717447 17719252 158.65
17720074 17726662 688.51
17727372 17728642 129.09
17729049 17732244 374.58
17732743 17735960 482.95
17736991 17739547 286.73
17740609 17743263 260.39
17744211 17814906 9505.30
17816563 17875136 7686.30
17875828 17910267 4806.53
17910661 17942199 3951.94
17943500 17990482 5055.42
17991624 17993594 256.41
17993997 18023550 3448.78
18025126 18056856 3630.67
18057443 18061002 388.15
18061797 18086158 2956.73
18088312 18097462 1150.45
18097729 18128501 3421.12
18129434 18147335 1597.99
18148334 18150149 121.94
18151118 18161346 811.40
18162938 18163869 67.02
18164626 18182651 1891.37
18182935 18200748 1933.90
18202081 18217913 1784.56
18218705 18240915 2926.63
18241755 18253198 1477.49
18253639 18266455 515.80
18267134 18269940 68.95
18271645 18285791 1165.83
18287031 18290205 179.03
18291557 18293436 96.60
18294103 18310831 1418.77
18311350 18315216 482.81
18315929 18329746 1185.99
18330668 18334967 352.92
18337426 18434352 22885.12
18435118 18444903 1036.13
18445638 18487074 3093.16
18489041 18500110 748.19
18502446 18526882 2557.81
18529156 18537505 752.01
18538695 18540197 128.18
18540588 18543092 121.26
18544148 18554784 845.80
18555399 18557765 256.06
18558405 18567247 1104.70
18567837 18570086 106.09
18570317 18575591 436.54
18576627 18580622 210.76
18582108 18589742 512.68
18590806 18592850 230.41
18593414 18632711 4122.32
18633335 18684249 4829.50
18685114 18697073 1059.19
18698152 18733175 3291.67
18733864 18736830 196.86
18738389 18741242 170.16
18742687 18760520 1541.56
18761907 18791127 2564.02
18792191 18834982 4324.84
18835312 18906835 8263.37
18908363 18918274 1086.13
18918780 18923110 446.28
18923707 18926634 306.68
18927180 18928749 182.31
18929789 18981473 5832.30
18981750 18992295 2390.70
18992977 19014176 5415.97
19014626 19044907 2094.21
19045257 19051664 442.77
19052670 19065696 2372.40
19066791 19067797 94.08
19068049 19076999 1302.93
19077459 19078485 173.84
19079054 19091761 1767.02
19092233 19092637 58.39
19093291 19105810 2206.20
19106404 19107634 263.38
19108101 19118492 2095.21
19119175 19140308 5834.99
19141916 19247085 12364.89
19248154 19255822 800.36
19256820 19265661 1018.25
19266270 19281063 1622.83
19282582 19284983 361.55
19285657 19290081 518.73
19291205 19319061 3173.15
19319579 19323697 574.23
19324176 19343950 2167.66
19345360 19379071 3571.59
19379784 19410224 2885.34
19411443 19415704 358.43
19416354 19436821 1607.89
19437730 19466399 3011.00
19467291 19482903 1803.07
19483699 19513162 2607.64
19513571 19519667 570.26
19520186 19530406 878.59
19532860 19543386 854.54
19543692 19551755 804.87
19552461 19593664 4176.18
19594368 19602471 659.00
19603071 19625880 1777.78
19627141 19627987 77.63
19628390 19646789 1724.58
19647237 19647764 35.45
19648718 19717466 5637.95
19717992 19768063 3371.60
19768601 19770224 92.15
19771622 19849141 6367.14
19849891 19853631 292.89
19854822 19855220 51.35
19855902 19860568 254.79
19861257 19880703 1943.22
19881585 19902252 1779.10
19902702 19905847 195.12
19906585 19912077 317.65
19913409 19914625 142.67
19916221 19918893 186.41
19920054 19924820 554.26
19925450 19933227 706.79
19934148 19959300 1959.52
19959996 19992689 3270.64
19993311 20035626 4655.71
20036755 20053207 1752.57
20054466 20059030 512.12
20060874 20070275 703.84
20070614 20124553 5157.98
20125226 20142345 2168.70
20142990 20223413 7710.83
20224536 20227249 192.71
20228253 20263232 2833.26
20263770 20280099 1382.80
20280415 20301755 2354.72
20302175 20305301 251.87
20306177 20316032 1213.47
20316612 20397053 15454.23
20398093 20398850 90.30
20399787 20407342 804.17
20407742 20408620 51.86
20409138 20414979 334.89
20415863 20421849 484.96
20422315 20423612 95.33
20425058 20435173 723.75
20437077 20439639 160.13
20440647 20459466 1924.44
20460956 20479273 1836.15
20480320 20492007 1607.17
20492828 20497708 328.61
20498171 20525243 2069.46
20525825 20587434 5559.59
20590494 20611071 1727.13
20613891 20618030 153.96
20618475 20643024 1893.92
20643479 20645865 258.62
20647549 20658059 576.14
20658649 20662155 307.45
20663718 20687483 1721.74
20688044 20694317 642.84
20694890 20712451 1308.32
20713096 20743722 2094.90
20749683 20750118 37.65
20751083 20751951 76.15
20752778 20760592 485.42
20761217 20762069 66.35
20763454 20786328 5179.19
20787008 20798982 1204.00
20800247 20803087 145.49
20803942 20807879 423.69
20808698 20811744 184.48
20812183 20817037 253.73
20817792 20863240 4366.04
20863799 20875376 1423.50
20876560 20887161 1464.36
20889150 20895924 943.26
20896378 20944490 5516.05
20947086 21006552 6360.99
21007352 21029387 2068.00
21029675 21038414 755.17
21038999 21045797 379.53
21046339 21090232 5058.00
21091279 21110959 2094.26
21111535 21116770 649.41
21118143 21155897 4105.09
21157005 21159166 168.62
21159789 21167277 726.01
21167857 21179002 1007.15
21179731 21187145 936.17
21188454 21279436 37476.38
21281846 21282473 54.82
21283180 21286299 150.52
21286963 21321593 14429.82
21322071 21356071 17466.43
21356720 21360199 230.87
21360622 21367155 631.03
21367715 21393976 2561.18
21394869 21414717 2023.73
21416961 21422894 708.89
21423586 21454244 3064.95
21455307 21460636 324.21
21461311 21471339 1036.55
21472382 21479991 797.69
21481172 21483857 164.46
21485546 21487322 94.04
21489228 21492238 118.24
21493083 21495414 163.18
21496072 21566611 31760.55
21666608 21672942 1219.62
21673319 21676233 293.61
21677373 21677663 52.83
21679126 21679906 68.95
21680680 21682107 139.87
21683277 21685679 153.60
21703512 21704521 61.43
21706025 21710254 359.53
21710961 21713070 161.64
21714565 21715800 34.01
21719580 21720237 52.67
21721521 21725141 262.53
21726015 21743217 1144.02
21744639 21749590 276.89
21750252 21757558 569.76
21758530 21767744 849.75
21768376 21769417 46.39
21770125 21773100 221.57
21773929 21805434 2275.39
21806262 21810141 249.92
21811317 21814750 70.30
21820437 21821966 175.91
21822964 21835318 977.49
21835743 21849430 825.92
21851165 21853034 88.76
21854113 21861804 360.57
21862520 21871831 749.92
21872536 21908210 9843.52
21908712 21916164 835.73
21917180 21927018 779.22
21927595 21934106 228.63
21935400 21938544 283.35
21939553 21940531 93.78
21941337 21952009 789.05
21954293 21972383 1394.19
21974702 22005498 2872.24
22006349 22013536 505.34
22013912 22035592 2561.71
22037229 22037765 63.75
22039936 22043687 234.96
22047415 22054053 263.76
22054760 22056644 142.02
22057420 22059618 176.35
22062460 22066306 161.88
22066738 22077368 742.93
22080221 22089054 588.27
22089522 22090799 75.45
22092714 22109493 728.64
22113869 22117771 77.22
22118627 22120122 76.24
22121314 22123129 118.37
22124506 22126777 44.64
22129504 22144022 865.16
22144911 22151135 487.42
22151592 22193669 2958.35
22194141 22196268 139.39
22197415 22198686 126.40
22201239 22202991 81.44
22203562 22219745 4971.09
22220271 22226002 1839.04
22226616 22240131 4961.74
22241152 22263007 28907.39
25263006 25289519 22532.50
25290271 25360601 26596.50
25361467 25370628 1294.57
25371212 25385832 1682.69
25386574 25407817 2664.34
25408236 25417132 990.12
25417655 25422981 546.19
25424044 25425536 90.63
25426131 25437625 1266.23
25438587 25445969 716.35
25447700 25449256 92.58
25450070 25459450 742.21
25460088 25462215 244.88
25464049 25487679 2629.94
25489843 25536521 5256.76
25540333 25550825 1081.50
25551351 25585227 3691.79
25585656 25620858 3683.82
25621554 25675950 5518.28
25676837 25680391 451.63
25681485 25783008 12835.19
25783697 25818163 4663.77
25818675 25909741 12138.44
25910212 26055151 17477.54
26055700 26065035 1105.06
26065423 26119511 5861.06
26121007 26219931 11555.94
26220632 26228514 930.46
26229275 26251336 2727.50
26252053 26311351 7121.60
26311974 26367943 7400.89
26369502 26388551 1807.17
26389246 26437193 3779.98
26438059 26482946 4079.51
26483436 26498949 1415.52
26499609 26535155 3706.26
26535587 26550130 1714.88
26552021 26554132 217.17
26554983 26577440 2812.46
26578495 26615515 4356.37
26615774 26645448 2304.84
26646383 26662144 2043.19
26663048 26684117 2585.33
26684838 26698367 1764.48
26699556 26708289 1094.94
26708742 26712005 354.29
26712592 26732795 2618.50
26733540 26759896 3032.59
26760388 26764770 354.84
26765496 26770287 522.27
26770858 26780388 1005.41
26783525 26785035 154.60
26786416 26804019 2225.00
26804909 26832921 3643.25
26833436 26868928 4665.32
26869358 26878978 1053.38
26879973 26898128 1987.26
26898789 26920749 3374.07
26921663 26930935 742.60
26931834 26971637 6384.63
26972508 26985711 1400.32
26986721 27037962 6537.30
27039323 27044099 689.70
27045265 27052753 686.76
27056010 27069577 1342.27
27071609 27072080 35.92
27072799 27080106 865.71
27081099 27116925 4144.11
27117520 27139093 2493.29
27140025 27142893 189.50
27143653 27149062 555.39
27150103 27169485 2057.31
27170076 27224143 5948.93
27225004 27229428 638.94
27230177 27275937 6829.17
27278790 27332148 6941.82
27333329 27366408 4819.07
27366919 27406875 4969.44
27408019 27475732 7106.03
27476471 27503573 3451.12
27504194 27506436 164.80
27507659 27525756 2078.72
27526290 27550085 2508.86
27552121 27564059 841.14
27564486 27589197 2848.32
27589648 27591305 68.97
27591659 27592342 110.76
27592910 27598895 410.65
27599403 27619380 1911.54
27621270 27633950 990.27
27634301 27661604 2566.78
27662576 27686211 2110.74
27686692 27717111 3173.04
27718309 27723866 425.04
27724674 27794390 5940.21
27795008 27804159 712.39
27804828 27808771 215.79
27809584 27835438 2022.06
27835972 27857962 1719.03
27859164 27859786 62.07
27860725 27864619 295.00
27865323 27879178 1423.64
27880441 27893052 1459.87
27896132 27899402 392.62
27900288 27915981 1643.14
27916989 27917569 38.11
27919174 27919874 81.50
27921159 27939287 1818.43
27940730 27942477 101.69
27943187 27949291 556.46
27950116 27979215 3534.81
27979858 28035788 5363.88
28036353 28082750 4262.19
28083883 28084569 66.64
28085196 28088134 279.59
28088930 28110045 2037.15
28110541 28111779 36.92
28113081 28127161 1417.07
28127719 28140422 1238.51
28141485 28160555 2107.55
28162035 28221998 6568.49
28224211 28226079 210.11
28226470 28229824 198.39
28230566 28235960 684.64
28236623 28240213 294.27
28240941 28256681 1349.19
28257901 28296642 3916.71
28297267 28297992 34.09
28299240 28348107 4927.96
28348770 28352769 615.06
28353473 28362852 1033.25
28363679 28449192 9862.95
28449667 28455226 588.06
28456945 28468074 1107.92
28468827 28495321 2422.78
28496050 28548121 5690.68
28548551 28562390 1870.77
28563143 28563864 55.87
28564622 28618455 6745.84
28619393 28686046 8100.10
28686581 28705748 2542.69
28706853 28715539 875.33
28716468 28732557 1434.08
28733394 28761955 3324.03
28762462 28766385 383.39
28769048 28770061 107.10
28770514 28797124 2696.95
28797673 28827843 2798.52
28828197 28850114 2476.37
28850872 28920390 8709.89
28921061 28927239 475.63
28928157 28940339 1112.74
28940916 28942757 169.17
28943399 28950029 482.70
28950787 28994235 4492.37
28996893 29006223 1062.57
29007048 29032740 1573.98
29033662 29035088 147.98
29037619 29058226 1857.74
29059433 29070859 810.46
29071300 29084568 1104.58
29084983 29086002 70.46
29086532 29105446 1560.80
29106068 29141756 3208.63
29145310 29151276 510.46
29152070 29166421 1314.52
29166799 29177665 940.68
29178534 29180927 180.76
29181401 29205210 2091.08
29205650 29213120 365.51
29214128 29248848 3456.10
29249943 29293229 4948.66
29293694 29297855 251.62
29298733 29305880 701.02
29308353 29316823 1096.31
29317532 29319937 241.98
29320210 29335374 1689.04
29336157 29353629 1693.75
29354797 29360745 294.89
29361282 29421458 7857.76
29422676 29424903 230.92
29425478 29469021 4192.21
29470118 29478886 993.49
29479803 29533352 5208.26
29534017 29547504 1312.10
29548617 29590311 4097.32
29590782 29626270 3503.06
29627003 29629194 217.69
29629814 29639540 755.51
29640760 29646632 463.81
29647175 29662127 1103.97
29662580 29677670 1281.23
29678181 29718153 3897.29
29719661 29721667 162.95
29722152 29729358 823.19
29730399 29772535 3896.55
29772894 29814645 4667.79
29815952 29832215 1641.12
29832958 29844006 1118.02
29844439 29862775 1866.79
29863312 29876320 1400.73
29877530 29885787 815.07
29887211 29932477 4861.82
29932779 29942025 989.32
29943638 29986114 4388.79
29986381 30037467 5816.62
30038600 30052652 1059.03
30053144 30156700 12034.25
30157284 30185710 2950.80
30186611 30231793 4048.20
30232318 30243569 1040.34
30244799 30263701 1246.21
30264555 30301726 3076.34
30302337 30323521 1344.35
30324065 30334031 802.15
30335119 30366134 3080.90
30366758 30389336 2444.96
30390069 30405755 1244.91
30406259 30410088 358.59
30412492 30436753 2424.52
30437061 30461626 2425.81
30462194 30464615 414.62
30465024 30469200 364.67
30469923 30475806 514.09
30476842 30504662 2845.05
30507240 30592425 8178.56
30594812 30608045 1822.76
30608773 30668562 6686.45
30669286 30671881 219.25
30672475 30688791 1333.85
30689118 30693409 474.58
30694531 30751205 5544.79
30752091 30758801 862.54
30759366 30771192 1225.91
30772013 30813156 5057.36
30814818 30846007 3402.33
30846956 30869905 2669.51
30870999 30887352 1832.33
30887812 30967111 9128.64
30968144 31007021 4513.88
31007483 31025316 2525.09
31025779 31053338 2531.00
31054038 31106262 5195.13
31106796 31144638 4475.65
31145156 31149115 394.79
31149780 31170944 2169.47
31171857 31176080 498.29
31176639 31199349 3136.03
31200074 31203385 372.34
31204699 31214225 1214.63
31220165 31248487 3252.22
31251053 31254724 425.77
31255533 31277304 3264.17
31277834 31295164 2274.58
31295838 31304292 1284.52
31305069 31333026 3529.85
31333517 31453732 16765.54
31454238 31582574 18209.69
31583212 31618497 4977.70
31620609 31760889 19074.38
31761486 31763867 193.35
31764255 31769334 541.80
31771157 31869237 11493.56
31870390 31942091 9196.48
31942655 31986706 4945.99
31986955 31989516 261.85
31989969 32072748 9484.65
32073759 32078801 468.71
32079506 32279638 23393.30
32280307 32324717 5480.69
32326007 32366734 4830.33
32367679 32422445 6532.71
32422996 32431018 557.31
32433039 32435704 123.57
32436319 32438081 95.47
32438508 32484044 5559.68
32484820 32515400 3428.68
32516386 32520409 228.39
32522755 32524374 135.24
32525150 32619439 10638.60
32622414 32622955 340.00
32623967 32664847 3753.16
32665694 32751384 9852.36
32752110 32865489 14204.86
32865971 32905798 5559.60
32909476 32952955 5095.64
32954106 32964272 1337.47
32965641 33043829 9010.12
33044399 33045826 194.60
33046417 33177966 17550.57
33178395 33183422 601.95
33184016 33197138 1961.01
33197601 33234352 4702.70
33235037 33250446 1607.80
33251200 33251960 68.96
33252527 33255535 193.64
33256029 33267184 852.60
33268314 33279745 860.41
33280670 33307336 3405.29
33308185 33356521 7391.80
33357493 33403307 4768.15
33404283 33415811 1151.46
33416666 33446549 3371.79
33447189 33448837 214.19
33449398 33468992 2599.54
33469584 33505518 4472.66
33505822 33518363 1788.43
33519131 33521697 291.73
33522576 33525626 315.23
33525971 33604521 10230.31
33605148 33605896 128.41
33606441 33607195 86.42
33607987 33616423 1480.29
33617434 33643465 3222.06
33643852 33684521 5069.52
33685527 33699979 1666.20
33700752 33702020 98.24
33702897 33723729 2980.52
33726149 33726753 47.09
33727691 33731931 349.07
33732545 33774938 4443.68
33775452 33787404 1385.89
33787984 33796109 1016.79
33796618 33804333 806.95
33804773 33824863 2059.58
33825179 33856767 3907.35
33857577 33881132 2831.06
33881657 33908101 2890.26
33908798 33923553 1164.90
33924076 34047246 13181.75
34047950 34058483 1527.78
34059321 34090640 3576.10
34091597 34096648 609.88
34097430 34098455 126.13
34099024 34122085 3050.04
34122920 34136260 1553.26
34136906 34187209 5016.48
34187898 34208684 2969.87
34209339 34294172 10578.22
34295015 34343752 6250.63
34344294 34366115 3230.20
34366661 34376237 1117.80
34376579 34510367 53764.78
34510835 34598462 41865.59
34598952 34611956 4547.85
34612554 34675847 26802.51
34725856 34819717 43949.88
34820699 34838478 1961.56
34839270 34842495 298.24
34842934 34874374 4101.11
34874761 34886903 1233.62
34887668 34890333 414.83
34891548 34900317 731.17
34901802 34903064 182.00
34903596 34931008 2173.56
34931732 34948057 1339.93
34949084 34957744 1051.26
34958678 34985713 2772.30
34986332 34997783 1277.97
34998835 35014287 1703.60
35014828 35071760 6131.73
35072120 35078404 887.34
35079158 35119016 5393.42
35119577 35143402 3106.47
35143774 35165068 2277.48
35166957 35173560 773.23
35174315 35216756 4449.26
35217278 35250603 3543.73
35250969 35268621 2207.38
35269087 35289452 2228.94
35290248 35291799 123.64
35292491 35293212 51.38
35296000 35297265 78.32
35297868 35299426 178.98
35300822 35305967 551.79
35306505 35366582 6182.12
35367035 35378719 1070.13
35379165 35399097 2037.30
35399555 35530641 14866.65
35530985 35576382 4712.52
35576905 35581248 557.69
35581861 35617100 3690.74
35617428 35625449 1311.44
35625948 35673913 5043.57
35674543 35705815 3036.88
35706576 35715530 927.75
35716622 35736540 2179.85
35737383 35737724 39.17
35738936 35746874 859.32
35747350 35766524 2157.85
35767464 35778953 1040.17
35782668 35842640 6833.42
35843127 35849341 794.92
35850697 35868934 1762.82
35869652 35925257 6652.44
35926758 35953977 2688.57
35954520 35968950 1625.94
35969770 36101990 17175.84
36105159 36232715 16502.40
36233352 36409413 110021.90
36410058 36412003 129.27
36415596 36420242 299.22
36420833 36426429 716.36
36426872 36443401 1299.60
36444159 36461161 1215.20
36462442 36465247 182.39
36465579 36469028 284.76
36469459 36474229 235.75
36475161 36507488 3581.19
36508935 36542681 3671.61
36544118 36545771 250.71
36546327 36568781 2711.16
36569394 36575152 437.17
36575909 36584391 661.44
36585460 36609757 2348.35
36610657 36620821 1072.38
36621446 36622438 78.03
36623206 36633611 1185.95
36634381 36657836 2023.15
36658300 36665224 1003.48
36667399 36669080 110.49
36669602 36687398 1609.86
36688055 36689403 109.90
36690273 36714380 2140.89
36715119 36717696 200.60
36718675 36719242 56.08
36721242 36728429 871.77
36729356 36734637 755.54
36735187 36760778 2687.05
36763084 36781808 2066.60
36782767 36786187 236.22
36788574 36812466 1905.27
36812949 36827231 1481.16
36828098 36829017 122.86
36831519 36844826 1200.84
36845483 36858226 1501.31
36858927 36860931 82.62
36862730 36875930 1439.51
36876853 36878016 196.87
36879198 36886023 629.47
36886944 36891364 475.63
36891728 36903355 1306.59
36906201 36949332 5318.25
36949857 36955223 793.74
36956564 36970196 1457.07
36970737 36999248 2463.77
37000377 37016779 1749.09
37017421 37023214 516.05
37023710 37025428 128.38
37027456 37084559 5579.24
37087607 37101818 894.79
37103493 37122010 1370.69
37124181 37133596 835.93
37134409 37192937 6609.72
37193370 37251297 6726.08
37251925 37283956 3825.09
37285074 37307466 2002.49
37308647 37321625 1131.20
37322146 37345983 1985.01
37346643 37350708 493.82
37351157 37352744 150.83
37354427 37365953 1383.72
37367552 37374087 609.81
37374552 37376748 266.56
37377599 37380853 346.19
37382417 37434901 4885.80
37435418 37480045 3420.25
37480711 37489856 817.89
37490223 37493252 308.24
37494515 37498994 469.26
37499619 37526495 2379.26
37527193 37535065 666.59
37535482 37554060 1447.85
37554570 37557387 276.34
37559073 37616668 4953.14
37618454 37631751 874.08
37632381 37655093 1548.89
37655464 37729470 8308.98
37730370 37752790 2753.02
37753910 37754932 87.87
37755816 37760410 555.27
37760839 37761366 37.77
37764516 37773827 971.60
37775047 37776390 187.55
37776735 37782623 409.75
37784261 37793143 859.61
37793760 37815561 2675.97
37816250 37819617 211.11
37820198 37823650 275.24
37824945 37843876 2023.46
37844444 37847705 345.08
37848259 37856110 791.17
37857173 37886573 3127.68
37887037 37893491 673.37
37896047 37909951 1161.25
37911442 38006227 11249.36
38007562 38034881 2145.29
38035816 38082930 5217.77
38084122 38108809 2871.16
38109835 38112419 278.94
38113093 38136845 2613.89
38137453 38166979 3511.04
38167647 38202389 3945.48
38203036 38218760 1903.86
38220131 38244974 3113.29
38245582 38248352 107.27
38249359 38255263 759.98
38256024 38274757 2277.77
38275309 38277715 193.48
38279638 38296375 2091.66
38297287 38333610 4464.38
38334890 38347258 1370.26
38348009 38375267 2762.67
38376107 38376601 82.63
38377097 38377837 78.76
38378857 38470221 10349.56
38471561 38474276 303.65
38475180 38479787 264.73
38480262 38497577 1713.34
38498916 38507008 774.81
38507815 38512194 378.36
38514014 38517679 332.82
38518371 38518831 86.86
38520007 38573456 5730.64
38574264 38599302 3066.95
38600315 38616579 2212.11
38617187 38632243 1626.09
38633067 38757284 15708.04
38757782 38803870 5092.33
38804759 38810948 713.84
38811565 38812807 59.16
38813808 38846425 3166.46
38847273 38857683 1262.39
38858238 38974920 12246.86
38975637 39098261 12394.34
39098832 39121045 2651.49
39121582 39133319 1108.73
39133893 39145079 1162.48
39146264 39150758 411.55
39151605 39163078 1217.36
39164203 39188864 2833.67
39189359 39201239 1078.66
39201814 39202855 102.28
39203608 39206832 290.98
39208009 39210995 360.73
39211569 39221709 1184.88
39222163 39241825 1766.17
39242654 39257513 923.42
39258346 39285816 2748.38
39286700 39287027 34.62
39287597 39292297 473.50
39294262 39317632 1901.43
39318539 39320750 294.84
39322609 39327648 503.52
39328161 39356842 2585.15
39358149 39359307 350.91
39360871 39361016 41.47
39361427 39361963 52.54
39362756 39391012 2663.63
39391412 39394972 336.06
39395519 39421577 2986.90
39432268 39506799 8137.76
39525753 39554931 5412.27
39555512 39630487 9612.16
39630929 39655362 3160.57
39655714 39683696 3171.77
39684727 39700171 1672.64
39700678 39727915 3698.92
39728346 39742771 1630.03
39743301 39744569 122.18
39745323 39754612 1078.53
39755075 39760430 669.41
39761348 39774913 1288.89
39775424 39789531 1553.54
39789809 39792447 406.82
39793058 39802959 905.00
39803714 39821415 1895.68
39823444 39836038 1136.55
39836543 39844741 692.30
39845903 39855942 1250.43
39856662 39889741 3064.43
39891661 39940708 4229.77
39941305 39941998 36.53
39943145 39967264 1778.52
39969424 39991976 2091.63
39992813 40013343 1963.86
40014881 40020967 724.51
40021952 40031700 1252.56
40032815 40037107 518.92
40037493 40074321 4574.31
40075675 40118421 4526.38
40119437 40158442 4735.52
40158850 40168994 1174.49
40169527 40171798 303.41
40172350 40191473 2010.43
40192456 40202309 901.02
40203005 40224272 2247.42
40224937 40244768 1898.33
40245530 40250288 559.10
40251262 40259395 831.09
40260156 40264223 450.32
40264761 40272697 654.10
40273617 40275880 99.45
40276215 40292291 2231.62
40292822 40306854 1790.09
40307409 40332156 2687.56
40333455 40335683 283.45
40336642 40378618 4728.76
40379092 40397862 2016.14
40398463 40414567 1707.33
40418316 40427733 1174.63
40429137 40439953 1216.62
40441559 40464186 2812.84
40465323 40489882 2783.24
40490537 40539710 5262.81
40540851 40556484 1518.70
40557128 40573739 1574.64
40575440 40596160 2200.82
40596751 40600391 228.30
40601628 40610423 787.32
40611109 40683918 8826.93
40684524 40688065 394.36
40688862 40700131 1120.44
40700914 40706228 521.75
40707047 40718679 1150.36
40719587 40749149 3887.42
40749669 40761242 1071.98
40762356 40792828 3526.35
40793412 40816681 2649.37
40817424 40821850 514.94
40823044 40824098 74.00
40824535 40825699 126.85
40826450 40827139 83.65
40829380 40829932 36.19
40832416 40866668 4171.53
40867545 40882496 1719.66
40882809 40896555 1096.50
40897328 40912672 2233.27
40913721 40922923 897.87
40923421 40932276 1150.48
40933284 40976131 5112.26
40976963 41075885 11435.82
41076522 41086749 965.40
41087333 41108682 2377.81
41109114 41119034 933.95
41119818 41124155 423.74
41125730 41132306 635.02
41133114 41159617 2646.85
41160177 41160525 54.38
41161676 41173183 1377.79
41174782 41176873 132.34
41178065 41252341 8612.62
41252872 41278663 2179.24
41279148 41310000 3356.09
41310655 41311138 62.82
41311773 41324752 1354.36
41325262 41363571 4277.50
41364299 41377422 1959.58
41377981 41438961 13075.97
41439350 41446130 1713.81
41446820 41476162 4790.74
41476876 41516872 4557.20
41518289 41523654 579.50
41524175 41528860 576.68
41530375 41622516 10126.29
41624065 41648507 2853.07
41649190 41666945 2041.89
41667630 41679888 1219.35
41680532 41684571 503.18
41685773 41722853 4216.29
41723895 41742537 1727.00
41742946 41745713 344.38
41746514 41790968 4812.89
41791441 41797850 774.04
41798382 41832418 3959.06
41833247 41855612 2391.66
41856765 41909717 6027.66
41910954 41924412 1115.69
41925015 41959706 3858.55
41960287 41984024 2567.35
41985168 41997109 1438.53
41997569 42015132 2034.90
42016166 42029716 1514.16
42031587 42052958 2280.99
42054135 42060895 817.14
42061734 42066151 516.68
42066715 42081393 1160.21
42084529 42116422 3866.56
42117063 42123272 689.42
42124382 42132883 899.22
42133484 42143292 794.07
42144226 42147859 305.78
42148454 42164081 1475.62
42164625 42188245 1831.38
42188931 42200572 1361.05
42201587 42202802 90.29
42203376 42213923 1003.07
42214796 42219138 294.76
42219905 42246058 2941.79
42247049 42254046 509.65
42254708 42256771 249.16
42258877 42264267 577.64
42264803 42273342 953.43
42273915 42276152 262.59
42278308 42287595 1300.34
42288407 42289422 64.45
42290196 42295539 801.88
42300002 42314728 1425.68
42316657 42342166 2605.18
42343013 42385270 4763.46
42386534 42389819 385.57
42390184 42392086 177.45
42393084 42400581 752.87
42401142 42401623 34.31
42404602 42406591 256.05
42407199 42407872 68.93
42408384 42430771 1865.09
42432590 42436991 472.63
42437451 42439391 212.18
42441557 42445194 489.83
42445706 42452115 494.40
42452617 42461402 705.27
42463483 42491320 3050.00
42491797 42499845 683.08
42500495 42506326 507.89
42507633 42519259 939.86
42519723 42560321 2976.41
42561219 42601606 3565.01
42602837 42604792 270.68
42605650 42634368 2896.10
42635841 42645454 820.23
42645847 42662361 1842.64
42662818 42670313 1203.57
42670858 42685510 1287.05
42686038 42717523 3048.38
42718308 42729144 962.02
42729812 42733494 293.26
42734553 42735435 72.25
42736576 42740518 141.41
42741281 42779322 3148.17
42779942 42803427 2053.81
42804137 42826353 2619.72
42827471 42835903 694.05
42837460 42838054 49.90
42838532 42846742 915.74
42847501 42852374 273.80
42853598 42856540 236.76
42857118 42906827 4394.28
42908002 42916237 485.43
42916784 43013542 11352.91
43014453 43036794 2142.93
43037527 43038961 196.12
43039329 43043903 532.02
43046129 43047501 128.07
43048209 43061298 1664.55
43062378 43064936 366.41
43065407 43081985 2246.23
43082559 43083875 148.09
43084439 43091316 782.66
43092363 43096292 384.43
43097002 43099160 232.53
43099722 43128635 2870.81
43129702 43192396 6911.35
43192977 43198067 626.34
43198848 43209071 1030.00
43211177 43211733 52.97
43212466 43221180 693.43
43222311 43224509 232.94
43227067 43238348 1017.11
43238934 43250911 1163.74
43251802 43257554 473.98
43258868 43283078 2192.44
43283510 43298436 1570.97
43300058 43318649 2070.65
43319703 43324373 440.96
43325688 43339301 1648.95
43339830 43393641 6295.06
43394805 43448960 6847.97
43449404 43472726 3205.51
43474260 43482527 972.10
43483522 43496568 1239.42
43497200 43502218 300.95
43502971 43506763 346.40
43510518 43553275 4642.90
43553742 43560642 694.40
43561040 43563250 299.08
43563825 43567730 597.58
43568426 43578146 778.74
43579237 43608357 8192.87
43608981 43617114 578.53
43617909 43627073 486.39
43629836 43662034 5307.64
43664975 43667694 314.29
43668321 43677107 897.70
43678363 43679132 102.66
43679822 43697006 1174.64
43698550 43702376 413.55
43703077 43715622 1489.15
43716204 43774290 8132.10
43774670 43794671 3083.32
43795254 43860415 8152.97
43862955 43875861 1522.01
43876403 43890346 1481.96
43890981 43917214 2288.32
43917968 43971443 6287.92
43974734 43980975 797.63
43982008 44008786 3120.48
44009056 44018721 1260.59
44019081 44033732 1520.74
44034306 44101840 6887.79
44102293 44147556 5275.95
44148201 44170167 2108.21
44170894 44194870 2309.75
44195365 44202218 876.70
44202737 44252226 5139.90
44252703 44269659 1405.85
44271807 44301853 3181.26
44303365 44314053 769.70
44315733 44320698 457.17
44321472 44330143 592.33
44330610 44336510 423.28
44338156 44343971 442.85
44344776 44352963 890.72
44353477 44370362 1634.71
44371460 44372146 64.76
44372687 44380187 479.09
44381020 44382028 108.36
44382683 44391279 463.13
44392370 44398062 329.82
44402383 44413331 1024.51
44415504 44416635 64.75
44419199 44419927 85.96
44420378 44422278 36.70
44429287 44431949 117.21
44437036 44438430 33.69
44440918 44441835 47.21
